UNIQUE_id,UNIQUE_num_records,ELIGIBLE_consent,CONNECTION_social_days_friends_p7d_grouped,LONELY_direct
cscs_09756,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09757,3,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09757,3,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_09759,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09760,1,Yes,NA,NA
cscs_09761,1,Yes,NA,NA
cscs_09762,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09763,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09764,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09765,1,Yes,NA,NA
cscs_09766,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09767,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09768,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_09770,1,Yes,NA,NA
cscs_09772,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09773,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09774,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_09775,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09777,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09778,1,Yes,NA,Presented but no response
cscs_09779,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_09781,2,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09782,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09783,1,Yes,NA,NA
cscs_09784,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_09785,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_09786,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09787,1,Yes,NA,NA
cscs_09788,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_09789,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09790,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09791,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09792,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09793,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09794,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09795,1,Yes,NA,NA
cscs_09796,1,Yes,NA,NA
cscs_09797,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09798,1,Yes,NA,NA
cscs_09800,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_09801,1,Yes,NA,NA
cscs_09802,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_09803,1,Yes,NA,NA
cscs_09804,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_09805,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_09806,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09807,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09808,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_09809,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09810,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09811,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09814,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09815,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09816,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_09817,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09818,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_09819,4,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09819,4,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_09819,4,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09819,4,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_09820,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09821,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09822,1,Yes,NA,NA
cscs_09823,1,Yes,NA,NA
cscs_09824,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09826,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09827,1,Yes,NA,NA
cscs_09828,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_09829,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_09830,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_09831,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_09832,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09833,1,Yes,NA,NA
cscs_09834,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_09835,1,Yes,NA,NA
cscs_09836,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_09837,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09838,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09839,1,Yes,Most days (4 - 6 days),NA
cscs_09840,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09841,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09842,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09843,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09845,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09846,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09847,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_09848,1,Yes,Every day (7 days),NA
cscs_09849,1,Yes,None (0 Days),NA
cscs_09850,4,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_09850,4,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09850,4,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09851,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09852,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_09853,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09854,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_09856,1,Yes,Every day (7 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09857,1,Yes,NA,NA
cscs_09858,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_09859,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_09860,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_09861,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_09862,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09863,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09864,3,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_09864,3,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_09864,3,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09865,1,Yes,Most days (4 - 6 days),NA
cscs_09866,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09867,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09868,1,Yes,NA,NA
cscs_09869,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09872,1,Yes,NA,NA
cscs_09873,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_09874,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_09875,3,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09875,3,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09875,3,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09876,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09877,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_09878,1,Yes,NA,NA
cscs_09880,1,Yes,NA,NA
cscs_09881,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_09882,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09883,1,Yes,NA,NA
cscs_09884,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_09886,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09887,1,Yes,NA,NA
cscs_09888,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09889,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09890,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_09891,1,Yes,NA,NA
cscs_09892,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09893,3,Yes,NA,NA
cscs_09893,3,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09893,3,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09894,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_09895,1,Yes,Most days (4 - 6 days),NA
cscs_09896,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09897,1,Yes,NA,NA
cscs_09898,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09899,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_09900,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09901,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_09902,1,Yes,NA,NA
cscs_09903,1,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_09904,1,Yes,NA,All of the time (e.g. 5-7 days)]
cscs_09905,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09906,1,Yes,NA,NA
cscs_09907,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09908,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_09910,1,Yes,NA,NA
cscs_09911,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09912,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09913,1,Yes,NA,NA
cscs_09914,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09915,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09916,1,Yes,NA,"None of the time (e.g., 0 days)"
cscs_09917,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09918,1,Yes,NA,NA
cscs_09920,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_09921,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09922,1,Yes,NA,NA
cscs_09924,1,Yes,Some days (1 - 3 days),NA
cscs_09925,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09926,1,Yes,NA,NA
cscs_09928,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09929,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09930,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_09931,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09932,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09933,1,Yes,Some days (1 - 3 days),NA
cscs_09934,1,Yes,NA,NA
cscs_09935,1,Yes,Most days (4 - 6 days),NA
cscs_09936,1,Yes,Every day (7 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09937,1,Yes,NA,NA
cscs_09938,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09939,1,Yes,NA,NA
cscs_09940,1,Yes,NA,NA
cscs_09941,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_09942,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09943,1,Yes,NA,NA
cscs_09944,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_09945,1,Yes,None (0 Days),Rarely (e.g. less than 1 day)
cscs_09947,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_09948,1,Yes,NA,NA
cscs_09949,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09950,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09951,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09952,1,Yes,NA,NA
cscs_09953,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09954,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09955,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_09956,1,Yes,NA,NA
cscs_09957,1,Yes,None (0 Days),NA
cscs_09958,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_09959,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_09961,1,Yes,NA,NA
cscs_09962,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09963,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_09964,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09965,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09966,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09967,3,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09967,3,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_09968,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09969,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_09970,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_09971,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09972,1,Yes,NA,NA
cscs_09973,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_09974,1,Yes,NA,NA
cscs_09975,1,Yes,NA,NA
cscs_09976,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09977,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_09978,1,Yes,NA,NA
cscs_09979,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_09980,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_09981,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09982,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_09983,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09984,1,Yes,NA,NA
cscs_09986,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09987,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_09988,1,Yes,None (0 Days),Some or a little of the time (e.g. 1-2 days)
cscs_09989,1,Yes,NA,NA
cscs_09990,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_09991,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09992,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09993,1,Yes,Some days (1 - 3 days),NA
cscs_09994,3,Yes,Every day (7 days),All of the time (e.g. 5-7 days)]
cscs_09994,3,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_09994,3,Yes,Every day (7 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_09995,1,Yes,NA,NA
cscs_09996,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_09997,1,Yes,Some days (1 - 3 days),NA
cscs_09998,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_09999,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_10000,1,Yes,NA,NA
cscs_10001,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_10002,3,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_10002,3,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_10003,3,Yes,NA,NA
cscs_10003,3,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_10004,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_10005,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_10006,1,Yes,Some days (1 - 3 days),NA
cscs_10009,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_10010,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_10011,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_10012,3,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_10012,3,Yes,NA,NA
cscs_10012,3,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_10013,1,Yes,Most days (4 - 6 days),NA
cscs_10015,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_10016,1,Yes,NA,NA
cscs_10017,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_10018,1,Yes,Some days (1 - 3 days),All of the time (e.g. 5-7 days)]
cscs_10019,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_10020,1,Yes,Some days (1 - 3 days),NA
cscs_10021,1,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_10022,1,Yes,NA,NA
cscs_10023,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_10024,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_10025,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_10026,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_10027,1,Yes,NA,NA
cscs_10028,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_10029,1,Yes,NA,NA
cscs_10030,1,Yes,Every day (7 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_10031,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_10032,1,Yes,NA,Rarely (e.g. less than 1 day)
cscs_10033,1,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_10034,1,Yes,Some days (1 - 3 days),Presented but no response
cscs_10035,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_10036,1,Yes,Most days (4 - 6 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_10037,1,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_10038,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_10039,3,Yes,None (0 Days),All of the time (e.g. 5-7 days)]
cscs_10039,3,Yes,Some days (1 - 3 days),NA
cscs_10039,3,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_10040,2,Yes,Most days (4 - 6 days),"None of the time (e.g., 0 days)"
cscs_10040,2,Yes,Every day (7 days),Some or a little of the time (e.g. 1-2 days)
cscs_10041,1,Yes,Some days (1 - 3 days),NA
cscs_10042,1,Yes,Some days (1 - 3 days),Rarely (e.g. less than 1 day)
cscs_10043,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_10044,3,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_10044,3,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_10044,3,Yes,None (0 Days),"None of the time (e.g., 0 days)"
cscs_10045,1,Yes,NA,NA
cscs_10046,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_10047,1,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_10048,1,Yes,Most days (4 - 6 days),Rarely (e.g. less than 1 day)
cscs_10049,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_10050,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_10051,2,Yes,Some days (1 - 3 days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_10051,2,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_10052,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_10053,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_10054,1,Yes,Some days (1 - 3 days),Some or a little of the time (e.g. 1-2 days)
cscs_10055,1,Yes,Some days (1 - 3 days),NA
cscs_10056,1,Yes,Every day (7 days),"None of the time (e.g., 0 days)"
cscs_10057,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_10058,1,Yes,NA,NA
cscs_10059,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_10060,1,Yes,Some days (1 - 3 days),"None of the time (e.g., 0 days)"
cscs_10061,1,Yes,NA,Presented but no response
cscs_10062,1,Yes,Every day (7 days),Rarely (e.g. less than 1 day)
cscs_10063,1,Yes,None (0 Days),Occasionally or a moderate amount of time (e.g. 3-4 days)
cscs_10064,1,Yes,Most days (4 - 6 days),Some or a little of the time (e.g. 1-2 days)
cscs_10065,1,Yes,NA,NA
cscs_10066,1,Yes,Every day (7 days),NA
cscs_10067,1,Yes,NA,NA
